YEAR,TEAM NO,TEAM,SEED,ROUND,NET RPI,RESUME,WAB RANK,ELO,B POWER,Q1 W,Q2 W,Q1 PLUS Q2 W,Q3 Q4 L,PLUS 500,R SCORE,BID TYPE
2014,459,Coastal Carolina,16,64,196,205,167,150,236,0,0,0,7,6,0,Auto
2014,458,Colorado,8,64,34,36,34,45,60,5,4,9,1,12,83.2,At-Large
2014,457,Connecticut,7,1,22,15,17,22,25,7,2,9,1,18,99.1,At-Large
2014,456,Creighton,3,32,10,9,14,19,9,8,6,14,0,19,99.8,At-Large
2014,455,Dayton,11,8,43,32,49,42,56,4,6,10,3,13,68.3,At-Large
2014,454,Delaware,13,64,65,133,68,54,109,0,1,1,3,16,0,Auto
2014,453,Duke,3,64,9,7,12,12,6,6,6,12,2,18,99.8,At-Large
2014,452,Eastern Kentucky,15,64,97,150,94,85,137,0,2,2,5,13,0,Auto
2014,451,Florida,1,4,1,3,1,1,3,10,7,17,0,30,100,Auto
2014,450,George Washington,9,64,29,25,30,31,48,4,7,11,0,16,94.8,At-Large
2014,449,Gonzaga,8,32,20,64,24,14,22,2,8,10,2,21,92.5,Auto
2014,448,Harvard,12,32,46,121,35,23,32,0,2,2,2,21,15.8,Auto
2014,447,Iowa,11,68,56,37,47,76,20,5,1,6,2,8,48.5,At-Large
2014,446,Iowa St.,3,16,7,6,9,9,21,9,6,15,0,19,99.8,Auto
2014,445,Kansas,2,32,3,1,11,18,5,12,5,17,0,15,99.9,At-Large
2014,444,Kansas St.,9,64,51,18,52,63,46,7,2,9,2,8,66.6,At-Large
2014,443,Kentucky,8,2,17,29,25,28,19,4,10,14,1,14,98.2,At-Large
2014,442,Louisiana Lafayette,14,64,90,158,99,82,114,0,2,2,6,9,0,Auto
2014,441,Louisville,4,16,19,17,15,6,1,5,4,9,0,24,99.5,Auto
2014,440,Manhattan,13,64,60,116,64,41,77,0,5,5,5,18,0.5,Auto
2014,439,Massachusetts,6,64,23,13,28,36,49,7,6,13,1,16,97.4,At-Large
2014,438,Memphis,8,32,37,31,32,43,43,4,2,6,1,13,89.8,At-Large
2014,437,Mercer,14,32,81,138,88,75,98,0,1,1,5,15,0,Auto
2014,436,Michigan,2,8,11,4,8,7,12,10,4,14,2,17,99.8,At-Large
2014,435,Michigan St.,4,8,18,8,10,17,11,7,3,10,0,18,99.7,Auto
2014,434,Milwaukee,15,64,131,202,141,114,163,0,2,2,9,7,0,Auto
2014,433,Mount St. Mary's,16,68,189,269,207,164,207,0,0,0,12,0,0,Auto
2014,432,Nebraska,11,64,48,34,44,46,54,4,2,6,3,7,68.7,At-Large
2014,431,New Mexico,7,64,12,38,19,10,31,3,4,7,1,21,98.6,Auto
2014,430,New Mexico St.,13,64,72,113,81,71,71,1,0,1,5,16,0.1,Auto
2014,429,North Carolina,6,32,25,14,21,26,29,5,6,11,3,14,98.6,At-Large
2014,428,North Carolina Central,14,64,99,139,65,53,89,0,1,1,2,21,0,Auto
2014,427,North Carolina St.,12,64,55,57,50,57,73,3,3,6,2,8,17.2,At-Large
2014,426,North Dakota St.,12,32,35,110,58,32,59,0,3,3,3,16,5,Auto
2014,425,Ohio St.,6,64,24,22,20,29,15,6,7,13,3,16,98.7,At-Large
2014,424,Oklahoma,5,64,26,24,23,33,28,7,4,11,1,14,97.5,At-Large
2014,423,Oklahoma St.,9,64,45,45,42,55,16,4,4,8,1,9,77.9,At-Large
2014,422,Oregon,7,32,28,28,33,34,27,4,7,11,1,14,96.3,At-Large
2014,421,Pittsburgh,9,32,39,61,22,30,17,2,5,7,0,16,83.7,At-Large
2014,420,Providence,11,64,40,42,45,40,45,3,5,8,2,10,74.1,Auto
2014,419,Saint Joseph's,10,64,32,19,36,24,55,6,4,10,1,15,92.5,Auto
2014,418,Saint Louis,5,32,27,26,26,25,35,5,4,9,1,19,96.5,At-Large
2014,417,San Diego St.,4,16,15,39,13,8,24,3,3,6,1,23,99.3,At-Large
2014,416,Stanford,10,16,41,33,48,48,34,5,2,7,1,9,81.4,At-Large
2014,415,Stephen F. Austin,12,32,52,127,37,20,70,0,1,1,1,27,5.2,Auto
2014,414,Syracuse,3,32,16,10,7,11,18,7,7,14,2,22,99.7,At-Large
2014,413,Tennessee,11,16,42,55,55,44,14,3,4,7,4,8,58,At-Large
2014,412,Texas,7,32,36,12,29,39,41,6,6,12,1,13,96.1,At-Large
2014,411,Texas Southern,16,68,239,287,214,178,248,0,0,0,12,4,0,Auto
2014,410,Tulsa,13,64,73,104,96,50,79,1,4,5,5,9,0.1,Auto
2014,409,UCLA,4,16,14,21,18,15,13,8,4,12,1,18,99.4,Auto
2014,408,VCU,5,64,13,27,27,16,23,5,7,12,1,18,98.8,At-Large
2014,407,Villanova,2,32,5,20,3,5,7,6,10,16,1,24,99.9,At-Large
2014,406,Virginia,1,16,8,16,4,4,4,5,8,13,0,22,99.8,Auto
2014,405,Weber St.,16,64,149,224,154,145,170,0,0,0,9,6,0,Auto
2014,404,Western Michigan,14,64,66,72,90,62,124,2,6,8,5,13,0.2,Auto
2014,403,Wichita St.,1,32,4,49,5,2,8,3,8,11,0,33,99.9,Auto
2014,402,Wisconsin,2,4,6,5,6,13,10,7,9,16,2,19,99.9,At-Large
2014,401,Wofford,15,64,153,191,151,146,191,0,0,0,7,5,0,Auto
2014,400,Xavier,12,68,47,35,39,60,40,4,5,9,3,9,70.5,At-Large
2013,399,Akron,12,64,42,91,45,38,52,1,4,5,3,19,21.5,Auto
2013,398,Albany,15,64,131,136,106,88,150,0,2,2,6,14,0,Auto
2013,397,Arizona,6,16,15,19,16,21,17,6,6,12,1,18,99.5,At-Large
2013,396,Belmont,11,64,19,78,50,34,39,1,5,6,4,18,67.2,Auto
2013,395,Boise St.,13,68,44,28,53,51,45,4,4,8,2,9,68,At-Large
2013,394,Bucknell,11,64,51,93,42,33,55,1,2,3,4,22,11.4,Auto
2013,393,Butler,6,32,22,14,14,22,48,6,4,10,0,17,98.7,At-Large
2013,392,California,12,32,54,38,46,54,59,5,2,7,1,9,44.4,At-Large
2013,391,Cincinnati,10,64,50,37,36,49,40,5,4,9,0,11,70.3,At-Large
2013,390,Colorado,10,64,38,36,40,50,49,4,5,9,2,10,79.9,At-Large
2013,389,Colorado St.,8,32,18,40,34,32,19,3,8,11,1,15,96.6,At-Large
2013,388,Creighton,7,32,25,46,22,15,14,4,6,10,2,20,96,Auto
2013,387,Davidson,14,64,61,144,62,39,66,0,2,2,3,18,0.2,Auto
2013,386,Duke,2,8,1,3,4,9,5,9,6,15,0,22,99.9,At-Large
2013,385,Florida,3,8,7,25,19,16,1,5,8,13,0,19,99.6,At-Large
2013,384,Florida Gulf Coast,15,16,93,123,99,76,129,1,1,2,6,12,0,Auto
2013,383,Georgetown,2,64,11,8,9,11,15,9,4,13,1,19,99.8,At-Large
2013,382,Gonzaga,1,32,6,22,2,1,4,6,7,13,0,28,99.9,Auto
2013,381,Harvard,14,32,92,149,77,86,98,0,1,1,4,9,0,Auto
2013,380,Illinois,7,32,40,16,30,55,44,6,1,7,2,8,93.3,At-Large
2013,379,Indiana,1,16,8,2,3,10,3,9,3,12,0,21,99.9,At-Large
2013,378,Iona,15,64,98,151,128,89,91,0,3,3,10,7,0,Auto
2013,377,Iowa St.,10,32,45,45,44,46,36,4,4,8,2,11,68.9,At-Large
2013,376,James Madison,16,64,182,243,190,140,191,0,0,0,11,6,0,Auto
2013,375,Kansas,1,16,5,1,5,4,6,13,2,15,1,24,99.9,Auto
2013,374,Kansas St.,4,64,20,30,12,12,27,6,2,8,0,19,98.7,At-Large
2013,373,La Salle,13,16,46,49,48,42,57,2,4,6,1,12,47.5,At-Large
2013,372,Liberty,16,68,287,334,301,230,267,0,0,0,16,-8,0,Auto
2013,371,LIU Brooklyn,16,68,179,209,188,122,187,0,0,0,11,7,0,Auto
2013,370,Louisville,1,1,3,5,1,2,2,10,5,15,0,24,99.9,Auto
2013,369,Marquette,3,8,13,17,18,17,25,7,3,10,1,15,99.4,At-Large
2013,368,Memphis,6,32,12,52,15,6,34,3,6,9,0,26,98.2,Auto
2013,367,Miami FL,2,16,4,6,10,7,13,8,7,15,2,21,99.9,Auto
2013,366,Michigan,4,2,21,13,11,20,9,8,2,10,1,18,99.6,At-Large
2013,365,Michigan St.,3,16,9,12,8,13,10,8,2,10,0,16,99.8,At-Large
2013,364,Middle Tennessee,11,68,28,105,43,26,41,1,0,1,2,23,27.7,At-Large
2013,363,Minnesota,11,32,34,20,33,69,23,5,6,11,3,8,94.4,At-Large
2013,362,Mississippi,12,32,48,53,37,35,35,3,5,8,3,18,66.2,Auto
2013,361,Missouri,9,64,36,33,41,48,22,4,5,9,1,13,90.8,At-Large
2013,360,Montana,13,64,74,116,61,71,138,0,2,2,1,17,0,Auto
2013,359,New Mexico,3,64,2,4,7,3,16,10,9,19,0,24,99.9,Auto
2013,358,New Mexico St.,13,64,55,86,80,52,81,1,3,4,4,13,1.2,Auto
2013,357,North Carolina,8,32,17,51,29,23,32,2,7,9,1,13,94.1,At-Large
2013,356,North Carolina A&T,16,64,213,254,219,186,228,0,1,1,14,2,0,Auto
2013,355,North Carolina St.,8,64,33,43,32,41,29,3,4,7,1,14,91,At-Large
2013,354,Northwestern St.,14,64,78,125,83,72,133,0,3,3,4,11,0,Auto
2013,353,Notre Dame,7,64,35,26,21,28,28,5,4,9,0,16,96,At-Large
2013,352,Ohio St.,2,8,10,10,6,5,7,8,2,10,0,19,99.9,Auto
2013,351,Oklahoma,10,64,39,50,49,65,50,3,5,8,2,9,53.8,At-Large
2013,350,Oklahoma St.,5,64,27,23,24,25,20,6,3,9,1,16,98,At-Large
2013,349,Oregon,12,16,47,31,26,31,46,4,5,9,1,18,83.9,Auto
2013,348,Pacific,15,64,97,128,113,83,111,1,1,2,8,8,0,Auto
2013,347,Pittsburgh,8,64,43,34,25,30,8,4,5,9,1,16,93.7,At-Large
2013,346,Saint Louis,4,32,16,7,20,8,18,7,6,13,1,21,99.5,Auto
2013,345,Saint Mary's,11,64,29,61,28,14,24,1,6,7,1,20,85.3,At-Large
2013,344,San Diego St.,7,32,30,29,47,44,26,5,3,8,0,10,93.3,At-Large
2013,343,South Dakota St.,13,64,62,87,85,70,95,1,3,4,5,13,0.3,Auto
2013,342,Southern,16,64,180,196,123,141,172,0,0,0,7,11,0,Auto
2013,341,Syracuse,4,4,14,18,13,19,12,6,6,12,0,17,99.6,At-Large
2013,340,Temple,9,32,41,27,38,40,60,4,6,10,3,14,81.3,At-Large
2013,339,UCLA,6,64,26,15,23,24,43,5,8,13,3,16,97.8,At-Large
2013,338,UNLV,5,64,23,11,35,29,31,7,7,14,2,15,98.2,At-Large
2013,337,Valparaiso,14,64,58,129,57,36,61,0,2,2,4,18,0.6,Auto
2013,336,VCU,5,32,24,24,27,18,21,3,9,12,0,18,98.1,At-Large
2013,335,Villanova,9,64,52,21,51,56,54,5,3,8,2,6,65,At-Large
2013,334,Western Kentucky,16,64,150,195,185,150,180,0,0,0,9,4,0,Auto
2013,333,Wichita St.,9,4,37,42,31,37,30,3,5,8,3,18,88.1,At-Large
2013,332,Wisconsin,5,64,32,9,17,27,11,8,3,11,1,12,99.1,At-Large
2012,331,Alabama,9,64,36,43,39,57,28,3,4,7,1,10,82.9,At-Large
2012,330,Baylor,3,8,8,15,9,12,12,9,3,12,0,19,99.8,At-Large
2012,329,Belmont,14,64,58,126,45,29,24,1,1,2,3,19,4.8,Auto
2012,328,BYU,14,64,45,66,52,47,49,1,4,5,2,15,28.2,At-Large
2012,327,California,12,68,37,82,37,45,29,0,8,8,2,15,49.2,At-Large
2012,326,Cincinnati,6,16,42,12,24,25,37,7,2,9,3,14,95.7,At-Large
2012,325,Colorado,11,32,62,65,62,54,88,2,5,7,3,10,2.5,Auto
2012,324,Colorado St.,11,64,29,44,71,62,77,3,4,7,2,9,50.3,At-Large
2012,323,Connecticut,9,64,32,36,49,69,39,3,6,9,2,7,77.4,At-Large
2012,322,Creighton,8,32,24,38,15,11,26,3,5,8,2,23,97.7,Auto
2012,321,Davidson,13,64,64,93,64,49,68,1,1,2,3,17,1,Auto
2012,320,Detroit,15,64,125,146,136,80,115,0,2,2,5,7,0,Auto
2012,319,Duke,2,64,5,7,7,10,13,7,6,13,0,21,99.9,At-Large
2012,318,Florida,7,8,30,28,22,38,17,4,4,8,2,13,97.6,At-Large
2012,317,Florida St.,3,32,11,16,18,14,23,5,6,11,2,15,99.6,Auto
2012,316,Georgetown,3,32,15,13,16,31,15,7,2,9,0,14,99.6,At-Large
2012,315,Gonzaga,7,32,25,37,33,30,27,5,2,7,1,19,94.2,At-Large
2012,314,Harvard,12,64,35,71,30,27,40,1,4,5,1,21,75.3,Auto
2012,313,Indiana,4,16,17,9,12,26,11,8,3,11,2,17,99.7,At-Large
2012,312,Iona,14,68,40,122,56,41,52,0,5,5,4,18,3.6,At-Large
2012,311,Iowa St.,8,32,33,26,36,40,31,5,1,6,2,12,94.1,At-Large
2012,310,Kansas,2,2,6,4,6,6,4,11,1,12,0,21,99.9,At-Large
2012,309,Kansas St.,8,32,48,19,34,43,21,6,0,6,2,11,92.4,At-Large
2012,308,Kentucky,1,1,2,5,1,1,1,9,7,16,0,30,100,At-Large
2012,307,Lamar,16,68,108,186,119,105,99,0,0,0,6,10,0,Auto
2012,306,Lehigh,15,32,91,121,74,44,84,0,3,3,4,18,0,Auto
2012,305,LIU Brooklyn,16,64,80,152,91,68,164,0,3,3,6,17,0,Auto
2012,304,Long Beach St.,12,64,34,105,43,37,34,1,1,2,1,15,22.9,Auto
2012,303,Louisville,4,4,14,10,13,16,20,8,5,13,1,17,99.6,Auto
2012,302,Loyola MD,15,64,78,133,76,72,131,1,1,2,5,16,0,Auto
2012,301,Marquette,3,16,9,17,11,17,19,5,6,11,0,18,99.7,At-Large
2012,300,Memphis,8,64,16,23,23,18,10,5,7,12,1,18,99,Auto
2012,299,Michigan,4,64,13,8,10,22,22,7,6,13,2,14,99.7,At-Large
2012,298,Michigan St.,1,16,3,1,4,5,3,11,3,14,0,20,99.9,Auto
2012,297,Mississippi Valley St.,16,68,144,171,127,142,237,0,0,0,5,9,0,Auto
2012,296,Missouri,2,64,10,6,3,3,5,11,1,12,1,26,99.9,Auto
2012,295,Montana,13,64,74,109,79,53,93,1,2,3,3,17,0.1,Auto
2012,294,Murray St.,6,32,22,39,21,8,38,3,1,4,1,26,99.2,Auto
2012,293,New Mexico,5,32,27,21,26,13,18,6,3,9,2,20,98.1,Auto
2012,292,New Mexico St.,13,64,59,125,85,63,56,1,0,1,3,15,0.2,Auto
2012,291,Norfolk St.,15,32,128,161,94,107,191,0,2,2,5,16,0,Auto
2012,290,North Carolina,1,8,4,11,5,4,6,8,4,12,0,24,99.9,At-Large
2012,289,North Carolina St.,11,16,49,79,51,58,45,1,5,6,2,10,15.6,At-Large
2012,288,Notre Dame,7,64,39,20,32,39,43,4,6,10,4,11,93.1,At-Large
2012,287,Ohio,13,16,46,89,50,33,67,1,6,7,4,19,12.1,Auto
2012,286,Ohio St.,2,4,7,3,8,7,2,9,5,14,0,20,99.9,At-Large
2012,285,Purdue,10,32,47,30,38,48,33,3,6,9,2,9,83.2,At-Large
2012,284,Saint Louis,9,32,31,61,29,28,14,2,6,8,2,17,86.9,At-Large
2012,283,Saint Mary's,7,64,28,31,27,23,36,4,2,6,1,20,94.7,Auto
2012,282,San Diego St.,6,64,26,25,25,32,51,6,3,9,1,17,95.6,At-Large
2012,281,South Dakota St.,14,64,43,145,65,36,54,0,3,3,5,18,1,Auto
2012,280,South Florida,12,32,52,55,59,46,60,2,4,6,3,6,14.1,At-Large
2012,279,Southern Miss,9,64,21,41,40,56,64,3,6,9,3,15,93.1,At-Large
2012,278,St. Bonaventure,14,64,72,83,72,42,58,1,6,7,3,9,1,Auto
2012,277,Syracuse,1,8,1,2,2,2,7,11,6,17,0,29,100,At-Large
2012,276,Temple,5,64,20,24,19,20,35,4,7,11,2,16,98.5,At-Large
2012,275,Texas,11,64,50,47,46,64,30,4,0,4,2,7,55,At-Large
2012,274,UNC Asheville,16,64,104,158,102,97,118,0,0,0,4,12,0,Auto
2012,273,UNLV,6,64,18,27,28,35,32,5,4,9,1,16,98.1,At-Large
2012,272,Vanderbilt,5,32,19,18,20,19,16,5,8,13,2,14,99.3,Auto
2012,271,VCU,12,32,38,97,31,15,50,0,6,6,2,22,31.2,Auto
2012,270,Vermont,16,64,135,174,139,104,123,0,0,0,6,12,0,Auto
2012,269,Virginia,10,64,53,49,35,52,25,2,5,7,3,13,62.8,At-Large
2012,268,West Virginia,10,64,57,32,61,75,41,4,5,9,2,6,18.1,At-Large
2012,267,Western Kentucky,16,64,189,224,218,162,201,0,2,2,10,-3,0,Auto
2012,266,Wichita St.,5,64,12,35,17,9,9,2,6,8,1,21,99.1,At-Large
2012,265,Wisconsin,4,16,23,14,14,21,8,6,5,11,2,15,99.4,At-Large
2012,264,Xavier,10,16,41,34,48,59,57,4,4,8,1,9,63.2,At-Large
2011,263,Akron,15,64,107,144,123,92,125,0,2,2,6,10,0,Auto
2011,262,Alabama St.,16,68,257,296,265,226,302,0,0,0,15,-2,0,Auto
2011,261,Arizona,5,8,19,56,16,20,24,2,8,10,1,20,95.5,At-Large
2011,260,Belmont,13,64,51,117,40,17,23,0,2,2,1,26,10.6,Auto
2011,259,Boston University,16,64,129,189,160,112,170,0,2,2,9,8,0,Auto
2011,258,Bucknell,14,64,79,129,75,48,85,1,0,1,3,17,0,Auto
2011,257,Butler,8,2,33,59,57,31,44,3,4,7,3,13,43.7,Auto
2011,256,BYU,3,16,5,4,8,5,11,9,3,12,0,25,99.9,At-Large
2011,255,Cincinnati,6,32,36,18,20,26,19,5,2,7,0,17,97.8,At-Large
2011,254,Clemson,12,64,57,80,44,47,29,0,9,9,3,10,20.5,At-Large
2011,253,Connecticut,3,1,14,1,10,13,15,12,3,15,0,17,99.8,Auto
2011,252,Duke,1,16,4,12,3,4,2,8,9,17,0,26,99.9,Auto
2011,251,Florida,2,8,8,8,14,11,21,11,5,16,3,19,99.7,At-Large
2011,250,Florida St.,10,16,55,63,41,49,45,1,5,6,1,11,33.8,At-Large
2011,249,George Mason,8,32,24,42,39,19,26,3,4,7,2,20,92.9,At-Large
2011,248,Georgetown,6,64,13,14,18,36,22,8,1,9,0,11,99.5,At-Large
2011,247,Georgia,10,64,47,49,49,59,64,3,2,5,0,10,42.7,At-Large
2011,246,Gonzaga,11,32,56,47,47,29,36,3,3,6,2,14,45.8,Auto
2011,245,Hampton,16,64,153,179,122,140,203,1,0,1,8,15,0,Auto
2011,244,Illinois,9,32,48,29,36,66,20,4,7,11,2,6,82.1,At-Large
2011,243,Indiana St.,14,64,84,103,99,65,115,2,1,3,7,6,0,Auto
2011,242,Kansas,1,8,1,7,2,2,3,9,12,21,0,30,100,Auto
2011,241,Kansas St.,5,32,23,30,28,30,30,3,7,10,0,11,97.5,At-Large
2011,240,Kentucky,4,4,7,11,15,10,9,9,3,12,1,17,99.8,Auto
2011,239,Little Rock,16,68,188,210,218,184,215,0,1,1,14,1,0,Auto
2011,238,LIU Brooklyn,15,64,75,126,63,42,107,0,2,2,1,22,0,Auto
2011,237,Louisville,4,64,17,3,17,21,12,9,3,12,1,16,99.7,At-Large
2011,236,Marquette,11,16,64,19,43,62,28,5,2,7,1,6,66.2,At-Large
2011,235,Memphis,12,64,28,45,51,41,91,2,11,13,2,16,68.1,Auto
2011,234,Michigan,8,32,52,31,33,50,40,6,4,10,1,6,72.5,At-Large
2011,233,Michigan St.,10,64,45,25,29,61,46,5,5,10,1,4,76.7,At-Large
2011,232,Missouri,11,64,37,35,37,52,34,4,3,7,0,12,87.9,At-Large
2011,231,Morehead St.,13,32,77,163,89,70,94,0,3,3,7,12,0,Auto
2011,230,North Carolina,2,8,6,28,7,6,16,2,14,16,1,19,99.7,At-Large
2011,229,Northern Colorado,15,64,99,171,105,91,116,0,0,0,6,9,0,Auto
2011,228,Notre Dame,2,32,9,2,5,8,10,11,4,15,0,20,99.9,At-Large
2011,227,Oakland,13,64,53,110,46,28,58,1,0,1,2,15,3.5,Auto
2011,226,Ohio St.,1,16,2,9,1,1,1,9,10,19,0,30,100,Auto
2011,225,Old Dominion,9,64,20,21,26,14,49,6,8,14,1,21,97.1,Auto
2011,224,Penn St.,10,64,39,27,34,44,47,5,5,10,1,5,87.5,At-Large
2011,223,Pittsburgh,1,32,10,5,6,9,4,9,3,12,0,22,99.9,At-Large
2011,222,Princeton,13,64,40,88,54,32,81,2,2,4,2,18,9,Auto
2011,221,Purdue,3,32,12,16,9,15,6,8,8,16,1,18,99.7,At-Large
2011,220,Richmond,12,16,41,52,30,22,39,3,2,5,2,20,77.9,Auto
2011,219,Saint Peter's,14,64,92,122,128,98,129,0,4,4,6,7,0,Auto
2011,218,San Diego St.,2,16,3,15,4,3,7,7,6,13,0,28,100,Auto
2011,217,St. John's,6,64,26,10,21,27,33,8,2,10,3,10,98.9,At-Large
2011,216,Syracuse,3,32,18,6,11,16,13,9,3,12,1,18,99.7,At-Large
2011,215,Temple,7,32,30,50,27,23,32,3,2,5,1,18,90.5,At-Large
2011,214,Tennessee,9,64,34,24,62,79,54,8,3,11,3,5,47.2,At-Large
2011,213,Texas,4,32,11,17,13,12,5,8,4,12,0,20,99.8,At-Large
2011,212,Texas A&M,7,64,29,33,24,35,41,5,3,8,0,15,94.4,At-Large
2011,211,UAB,12,68,31,58,52,39,60,1,9,10,1,14,46.9,At-Large
2011,210,UC Santa Barbara,15,64,157,133,145,131,121,1,1,2,10,3,0,Auto
2011,209,UCLA,7,32,44,32,38,38,51,3,4,7,2,12,80.5,At-Large
2011,208,UNC Asheville,16,64,147,220,170,145,144,0,0,0,10,3,0,Auto
2011,207,UNLV,8,64,25,38,23,25,25,3,4,7,1,16,96.4,At-Large
2011,206,USC,11,68,67,37,70,58,48,5,3,8,6,5,10.8,At-Large
2011,205,Utah St.,12,64,15,99,19,7,17,1,1,2,1,26,90.5,Auto
2011,204,UTSA,16,64,194,276,190,156,227,0,0,0,11,3,0,Auto
2011,203,Vanderbilt,5,64,27,26,31,40,31,5,5,10,2,13,96.5,At-Large
2011,202,VCU,11,4,49,39,73,55,82,3,5,8,3,12,23.3,At-Large
2011,201,Villanova,9,64,38,22,35,63,27,6,3,9,3,10,91.4,At-Large
2011,200,Washington,7,32,32,34,32,34,14,4,5,9,3,13,95.2,Auto
2011,199,West Virginia,5,32,21,13,22,33,18,8,2,10,0,9,99.3,At-Large
2011,198,Wisconsin,4,16,16,23,12,18,8,5,8,13,0,15,99.5,At-Large
2011,197,Wofford,14,64,109,92,106,67,86,1,1,2,5,9,0,Auto
2011,196,Xavier,6,64,22,54,25,24,35,4,2,6,2,17,92.8,At-Large
2010,195,Arkansas Pine Bluff,16,64,183,183,168,182,244,0,0,0,8,1,0,Auto
2010,194,Baylor,3,8,9,14,9,13,11,7,5,12,2,17,99.8,At-Large
2010,193,Butler,5,2,12,40,13,6,22,3,3,6,0,24,99.2,Auto
2010,192,BYU,7,32,23,31,16,14,9,4,4,8,0,23,98.6,At-Large
2010,191,California,8,32,20,85,34,36,15,1,5,6,3,13,82.3,At-Large
2010,190,Clemson,7,64,34,23,37,45,25,5,5,10,1,11,94.4,At-Large
2010,189,Cornell,12,16,46,113,32,19,60,0,3,3,1,21,10.3,Auto
2010,188,Duke,1,1,3,7,3,3,2,8,10,18,0,24,99.9,Auto
2010,187,East Tennessee St.,16,64,121,214,166,127,148,0,1,1,9,5,0,Auto
2010,186,Florida,10,64,56,54,52,65,52,3,4,7,2,9,20.1,At-Large
2010,185,Florida St.,9,64,42,46,26,43,29,4,5,9,0,13,83.7,At-Large
2010,184,Georgetown,3,64,7,3,15,26,10,9,6,15,1,13,99.9,At-Large
2010,183,Georgia Tech,10,32,33,19,39,46,32,5,6,11,2,9,94.6,At-Large
2010,182,Gonzaga,8,32,36,52,28,32,42,3,5,8,2,19,81.6,At-Large
2010,181,Houston,13,64,110,99,132,98,84,2,3,5,8,3,0,Auto
2010,180,Kansas,1,32,1,1,1,1,1,12,4,16,0,30,100,Auto
2010,179,Kansas St.,2,8,6,5,6,11,7,8,3,11,1,18,99.9,At-Large
2010,178,Kentucky,1,8,2,15,2,2,8,5,10,15,0,30,100,Auto
2010,177,Lehigh,16,64,152,225,140,134,191,0,0,0,8,12,0,Auto
2010,176,Louisville,9,64,37,37,53,54,34,3,5,8,1,8,76.5,At-Large
2010,175,Marquette,6,64,50,22,35,37,19,4,6,10,1,11,91,At-Large
2010,174,Maryland,4,32,24,25,23,18,13,5,6,11,0,14,98.4,At-Large
2010,173,Michigan St.,5,4,28,36,22,35,20,3,5,8,0,16,96.7,At-Large
2010,172,Minnesota,11,64,62,20,56,56,28,5,1,6,4,8,51.6,At-Large
2010,171,Missouri,10,32,44,47,36,47,24,4,2,6,3,12,82.4,At-Large
2010,170,Montana,14,64,97,161,107,88,91,0,2,2,7,11,0,Auto
2010,169,Morgan St.,15,64,103,176,91,77,151,0,0,0,5,18,0,Auto
2010,168,Murray St.,13,32,57,112,48,30,55,0,2,2,1,24,3.8,Auto
2010,167,New Mexico,3,32,10,6,12,9,39,6,5,11,1,25,99.7,At-Large
2010,166,New Mexico St.,12,64,51,70,73,53,112,3,3,6,4,10,1.9,Auto
2010,165,North Texas,15,64,104,210,89,83,178,0,0,0,6,14,0,Auto
2010,164,Northern Iowa,9,16,17,53,18,10,31,4,6,10,3,24,97.3,Auto
2010,163,Notre Dame,6,64,49,12,45,39,30,5,7,12,3,12,89.2,At-Large
2010,162,Oakland,14,64,52,125,60,50,133,0,2,2,2,16,0,Auto
2010,161,Ohio,14,32,95,103,159,90,100,1,4,5,7,6,0,Auto
2010,160,Ohio St.,2,16,22,18,8,8,6,5,5,10,1,20,99.5,Auto
2010,159,Oklahoma St.,7,64,32,24,33,41,45,4,1,5,1,12,94.7,At-Large
2010,158,Old Dominion,11,32,27,60,44,24,35,1,7,8,1,18,77.9,Auto
2010,157,Pittsburgh,3,32,15,9,21,29,27,7,7,14,1,16,99.5,At-Large
2010,156,Purdue,4,16,16,11,7,12,14,6,4,10,1,22,99.7,At-Large
2010,155,Richmond,7,64,25,21,27,17,51,5,5,10,0,18,96.5,At-Large
2010,154,Robert Morris,15,64,129,170,135,110,194,0,1,1,8,12,0,Auto
2010,153,Saint Mary's,10,16,35,50,31,27,26,3,4,7,1,20,86.9,Auto
2010,152,Sam Houston St.,14,64,70,172,75,60,101,0,0,0,5,14,0,Auto
2010,151,San Diego St.,11,64,18,39,38,22,40,4,2,6,2,15,95,Auto
2010,150,Siena,13,64,31,94,41,28,58,0,6,6,1,21,20.1,Auto
2010,149,Syracuse,1,16,5,4,5,7,3,8,9,17,0,24,99.9,At-Large
2010,148,Temple,5,64,8,10,11,5,17,7,4,11,0,24,99.8,Auto
2010,147,Tennessee,6,8,14,35,17,21,38,2,9,11,2,17,98.5,At-Large
2010,146,Texas,8,64,29,26,20,38,18,5,3,8,1,15,98,At-Large
2010,145,Texas A&M,5,32,13,32,14,20,21,5,4,9,0,13,99.1,At-Large
2010,144,UC Santa Barbara,15,64,94,185,98,86,149,0,1,1,6,10,0,Auto
2010,143,UNLV,8,64,48,17,43,40,41,5,3,8,3,16,85.1,At-Large
2010,142,Utah St.,12,64,30,48,54,25,16,2,8,10,2,19,78.8,At-Large
2010,141,UTEP,12,64,38,63,29,16,36,2,6,8,2,20,70.6,At-Large
2010,140,Vanderbilt,4,64,26,28,24,34,37,4,6,10,2,15,96.7,At-Large
2010,139,Vermont,16,64,118,193,111,81,138,0,1,1,8,16,0,Auto
2010,138,Villanova,2,32,11,8,10,23,12,7,6,13,0,17,99.8,At-Large
